,I-E,N-S,T-F,J-P
6444,1,0,1,0
6445,1,0,1,1
6446,1,0,1,1
6447,0,0,1,1
6448,0,0,1,0
6449,1,0,1,0
6450,1,0,0,1
6451,0,1,0,0
6452,0,0,1,1
6453,0,0,0,0
6454,0,0,1,1
6455,0,1,0,1
6456,0,0,0,1
6457,0,0,0,0
6458,0,0,1,1
6459,1,0,0,1
6460,1,0,1,1
6461,0,0,0,0
6462,0,1,1,1
6463,0,0,1,1
6464,0,0,0,0
6465,1,0,1,1
6466,0,0,1,1
6467,0,0,0,1
6468,1,0,0,1
6469,0,0,1,0
6470,1,0,1,1
6471,1,0,1,1
6472,0,0,1,1
6473,1,0,1,0
6474,0,0,0,0
6475,0,0,1,1
6476,0,0,0,1
6477,0,0,0,1
6478,0,0,1,1
6479,0,0,0,0
6480,0,0,1,0
6481,0,1,1,1
6482,0,1,0,1
6483,1,0,0,1
6484,0,0,0,1
6485,0,0,1,1
6486,0,0,1,1
6487,0,0,0,0
6488,0,0,0,0
6489,0,0,0,0
6490,0,1,0,1
6491,0,0,1,0
6492,0,0,0,0
6493,1,0,0,0
6494,0,0,1,1
6495,1,0,1,1
6496,0,0,1,1
6497,1,0,0,1
6498,0,0,1,1
6499,0,1,0,1
6500,0,0,1,0
6501,0,0,1,1
6502,0,0,0,0
6503,0,0,1,1
6504,0,0,1,1
6505,0,0,1,1
6506,0,0,1,1
6507,0,0,1,1
6508,0,0,1,0
6509,0,0,1,1
6510,0,0,1,0
6511,1,0,1,1
6512,0,0,1,0
6513,0,0,1,1
6514,0,0,1,1
6515,0,0,0,1
6516,0,0,1,1
6517,1,0,1,1
6518,1,0,0,1
6519,0,0,1,1
6520,0,0,0,1
6521,0,0,0,0
6522,0,0,1,1
6523,0,0,1,0
6524,0,0,1,1
6525,0,1,1,0
6526,0,0,1,0
6527,1,0,1,0
6528,1,1,1,1
6529,0,0,0,1
6530,0,0,1,1
6531,0,0,0,0
6532,0,0,1,1
6533,1,1,1,1
6534,1,0,1,1
6535,0,0,1,0
6536,0,0,1,0
6537,1,0,1,1
6538,1,0,1,1
6539,1,0,0,1
6540,0,0,1,0
6541,0,0,1,1
6542,0,0,1,1
6543,0,0,1,1
6544,0,0,0,0
6545,0,1,1,0
6546,1,0,0,1
6547,0,1,0,1
6548,0,0,1,1
6549,0,0,1,1
6550,0,1,0,1
6551,0,0,1,1
6552,0,0,1,1
6553,0,0,1,1
6554,1,0,0,1
6555,0,0,0,1
6556,0,0,1,0
6557,0,0,1,1
6558,0,0,1,0
6559,0,1,1,1
6560,0,0,1,1
6561,0,1,0,0
6562,0,0,0,0
6563,0,0,1,1
6564,0,1,1,0
6565,0,1,0,0
6566,0,0,0,0
6567,1,0,1,1
6568,0,0,0,1
6569,0,0,0,0
6570,0,0,1,0
6571,0,0,0,0
6572,0,0,0,1
6573,0,0,0,1
6574,0,1,1,1
6575,0,0,0,1
6576,0,0,1,0
6577,0,0,1,0
6578,0,0,0,1
6579,0,0,0,1
6580,0,0,1,0
6581,0,0,0,1
6582,0,0,0,1
6583,0,0,0,1
6584,1,0,1,0
6585,0,0,1,1
6586,1,0,1,1
6587,0,0,1,1
6588,0,0,1,0
6589,0,0,1,0
6590,0,1,0,1
6591,0,0,1,0
6592,0,0,1,1
6593,0,0,1,0
6594,0,0,1,0
6595,0,0,1,1
6596,0,0,1,1
6597,1,0,1,1
6598,1,0,1,1
6599,0,0,0,1
6600,0,0,0,1
6601,1,0,0,1
6602,0,0,1,1
6603,0,0,0,0
6604,0,0,1,0
6605,0,0,1,1
6606,1,0,0,1
6607,0,0,0,1
6608,0,1,0,1
6609,0,0,0,1
6610,1,0,0,1
6611,1,0,0,1
6612,0,0,0,0
6613,0,0,1,1
6614,0,0,1,1
6615,0,0,1,1
6616,0,1,0,0
6617,1,0,0,1
6618,0,0,0,1
6619,0,0,1,1
6620,1,0,1,1
6621,0,1,0,1
6622,0,0,0,1
6623,0,0,0,1
6624,0,1,1,0
6625,0,0,0,1
6626,0,1,0,1
6627,0,1,0,1
6628,0,0,1,0
6629,0,0,0,1
6630,0,0,1,1
6631,0,0,0,1
6632,0,0,0,0
6633,0,1,0,1
6634,0,0,1,1
6635,0,0,0,0
6636,0,0,0,1
6637,0,0,0,0
6638,1,0,1,1
6639,1,0,0,0
6640,0,0,0,1
6641,0,0,1,0
6642,1,0,1,0
6643,1,0,1,1
6644,1,0,0,1
6645,0,0,1,0
6646,0,0,0,1
6647,0,0,0,0
6648,1,0,0,1
6649,1,0,1,1
6650,0,0,1,1
6651,0,0,1,1
6652,0,0,0,1
6653,1,0,1,1
6654,0,0,0,0
6655,0,0,1,0
6656,0,0,1,1
6657,0,0,0,0
6658,0,1,0,0
6659,0,0,0,0
6660,0,0,0,1
6661,0,0,1,1
6662,0,0,1,1
6663,0,0,1,0
6664,0,0,1,1
6665,0,0,1,0
6666,0,0,1,1
6667,0,0,0,1
6668,0,1,1,1
6669,0,0,0,0
6670,0,1,0,0
6671,0,1,1,1
6672,0,0,0,0
6673,1,0,0,1
6674,1,0,0,0
6675,0,0,1,1
6676,0,0,0,0
6677,0,0,0,0
6678,0,0,0,0
6679,1,0,0,1
6680,0,0,1,1
6681,0,0,0,1
6682,1,0,0,1
6683,0,0,1,1
6684,0,0,1,0
6685,1,0,0,0
6686,0,0,0,1
6687,0,0,0,0
6688,0,0,1,1
6689,1,1,0,1
6690,0,0,1,1
6691,0,0,0,1
6692,0,0,0,0
6693,0,0,1,1
6694,1,0,0,1
6695,1,0,0,1
6696,0,0,0,1
6697,0,0,0,0
6698,0,0,1,0
6699,0,1,1,1
6700,0,0,1,0
6701,1,1,1,1
6702,0,0,1,1
6703,1,0,0,1
6704,0,0,0,1
6705,0,1,0,1
6706,0,0,0,1
6707,0,1,1,1
6708,1,0,0,1
6709,0,0,1,1
6710,1,1,1,0
6711,0,0,0,0
6712,0,1,1,1
6713,0,0,1,1
6714,0,0,0,1
6715,0,0,0,1
6716,0,0,1,1
6717,0,0,0,1
6718,0,0,1,0
6719,0,0,0,0
6720,0,0,1,1
6721,1,0,1,0
6722,0,0,0,1
6723,0,0,1,1
6724,0,0,0,1
6725,1,0,1,1
6726,0,0,1,1
6727,0,0,0,0
6728,1,0,0,1
6729,0,0,0,0
6730,0,0,0,1
6731,0,0,1,0
6732,0,0,0,1
6733,0,0,1,1
6734,0,1,0,1
6735,0,1,0,0
6736,1,1,0,1
6737,0,0,1,1
6738,0,0,1,0
6739,0,0,1,1
6740,1,0,1,1
6741,0,0,0,0
6742,0,1,0,0
6743,0,0,1,0
6744,0,0,1,1
6745,0,0,0,0
6746,0,0,1,0
6747,1,0,0,1
6748,0,0,1,1
6749,1,1,0,1
6750,1,0,0,1
6751,0,0,0,1
6752,0,0,1,0
6753,0,0,1,0
6754,1,0,0,0
6755,0,1,0,0
6756,1,0,1,0
6757,0,0,0,1
6758,0,1,0,0
6759,1,1,0,1
6760,0,0,1,1
6761,0,0,1,0
6762,0,0,1,0
6763,0,0,1,1
6764,0,0,1,0
6765,0,0,1,0
6766,0,0,1,1
6767,0,0,1,0
6768,0,0,1,0
6769,0,0,1,0
6770,0,0,0,0
6771,0,1,0,1
6772,0,0,1,0
6773,0,0,0,1
6774,0,0,1,0
6775,0,0,0,0
6776,0,0,1,0
6777,1,0,1,1
6778,0,0,1,1
6779,0,0,0,0
6780,0,0,1,1
6781,1,0,1,1
6782,1,0,1,1
6783,0,0,1,1
6784,1,0,0,1
6785,0,0,1,0
6786,1,0,0,0
6787,0,0,0,0
6788,0,0,1,1
6789,0,0,1,0
6790,1,0,0,0
6791,0,0,1,0
6792,0,0,0,1
6793,0,0,0,0
6794,0,0,1,1
6795,0,0,1,0
6796,0,0,0,1
6797,0,0,0,0
6798,0,0,0,0
6799,1,0,1,0
6800,1,0,0,1
6801,0,0,1,1
6802,0,0,1,0
6803,0,0,1,1
6804,0,1,1,1
6805,0,1,1,1
6806,0,0,1,0
6807,0,0,1,1
6808,0,0,0,1
6809,0,0,1,1
6810,0,0,0,0
6811,0,0,0,1
6812,0,0,1,1
6813,1,0,1,0
6814,0,1,0,0
6815,0,1,1,0
6816,0,0,1,0
6817,0,0,0,0
6818,0,0,0,1
6819,0,0,1,1
6820,0,0,1,1
6821,1,0,1,0
6822,0,0,1,1
6823,0,0,1,1
6824,0,0,1,1
6825,1,0,0,0
6826,0,0,1,0
6827,0,0,0,1
6828,0,0,1,1
6829,0,0,1,0
6830,1,0,0,1
6831,0,0,0,1
6832,0,0,1,1
6833,0,0,0,0
6834,0,0,1,0
6835,0,1,1,1
6836,0,0,0,0
6837,1,0,1,1
6838,0,0,1,0
6839,0,0,1,0
6840,0,0,1,1
6841,0,0,0,0
6842,1,0,1,1
6843,1,0,0,1
6844,0,0,1,0
6845,0,0,1,1
6846,1,0,1,1
6847,0,0,1,0
6848,1,0,1,1
6849,0,0,1,0
6850,1,0,1,0
6851,0,0,0,1
6852,0,0,1,0
6853,0,1,0,1
6854,1,0,1,1
6855,0,0,1,0
6856,0,0,0,0
6857,1,0,1,1
6858,0,0,0,0
6859,1,0,1,1
6860,0,0,1,0
6861,0,0,1,1
6862,1,0,1,0
6863,0,0,1,0
6864,0,0,1,0
6865,1,0,1,1
6866,0,1,0,1
6867,1,0,0,1
6868,0,0,0,0
6869,1,0,1,0
6870,0,0,0,0
6871,0,0,1,0
6872,0,0,1,1
6873,0,0,1,1
6874,0,0,0,0
6875,0,0,1,0
6876,0,1,1,1
6877,0,0,1,0
6878,0,0,0,1
6879,0,0,1,0
6880,0,0,1,1
6881,1,0,1,1
6882,0,0,0,1
6883,0,0,1,1
6884,0,0,0,1
6885,0,0,1,1
6886,0,1,0,0
6887,0,0,1,0
6888,0,0,1,0
6889,0,1,0,1
6890,0,1,1,1
6891,0,0,1,1
6892,0,1,1,1
6893,1,0,1,1
6894,1,0,1,0
6895,0,0,1,0
6896,1,0,0,0
6897,1,0,0,1
6898,0,1,0,1
6899,1,0,1,1
6900,1,0,1,0
6901,0,0,1,1
6902,0,0,0,1
6903,0,0,1,0
6904,0,0,1,1
6905,0,0,1,1
6906,0,0,1,0
6907,0,0,1,1
6908,0,0,0,0
6909,1,0,1,1
6910,0,0,1,0
6911,0,0,0,1
6912,1,0,1,1
6913,0,1,0,0
6914,0,0,1,1
6915,1,0,1,1
6916,0,0,0,1
6917,0,0,0,0
6918,0,0,0,0
6919,0,0,1,1
6920,0,0,0,1
6921,0,0,0,0
6922,1,0,1,1
6923,0,0,0,1
6924,0,0,1,1
6925,0,0,1,1
6926,0,0,1,1
6927,1,1,1,1
6928,0,0,1,1
6929,1,0,1,1
6930,0,1,0,0
6931,0,0,0,1
6932,0,0,1,1
6933,0,1,1,0
6934,0,0,0,1
6935,0,0,0,1
6936,0,1,0,1
6937,0,0,0,0
6938,0,0,0,0
6939,0,0,0,0
6940,0,0,1,1
6941,0,0,0,0
6942,1,0,0,1
6943,0,0,0,1
6944,0,0,1,0
6945,1,0,0,1
6946,1,0,0,0
6947,0,0,0,1
6948,0,0,1,0
6949,0,0,0,1
6950,1,0,1,1
6951,1,0,0,0
6952,1,0,0,1
6953,0,1,0,0
6954,0,0,1,0
6955,1,0,0,0
6956,0,0,0,0
6957,0,0,0,0
6958,0,0,0,0
6959,1,0,1,1
6960,0,1,1,1
6961,0,0,1,0
6962,0,0,1,1
6963,0,0,1,1
6964,0,0,0,1
6965,1,0,0,1
6966,0,1,0,1
6967,0,1,0,0
6968,0,0,1,1
6969,0,0,0,1
6970,1,0,1,1
6971,0,0,1,1
6972,0,0,0,1
6973,0,0,1,1
6974,0,1,0,1
6975,0,0,0,0
6976,0,0,1,1
6977,0,0,0,0
6978,1,0,0,0
6979,0,0,1,0
6980,0,0,0,1
6981,0,0,0,1
6982,0,0,0,1
6983,0,0,1,0
6984,0,0,0,1
6985,0,0,1,0
6986,1,0,1,0
6987,0,0,1,1
6988,0,0,1,1
6989,1,0,1,1
6990,0,0,1,0
6991,1,0,1,1
6992,0,0,1,1
6993,0,0,0,1
6994,0,0,1,1
6995,0,0,0,1
6996,0,1,1,1
6997,0,0,1,1
6998,0,1,1,1
6999,0,1,0,0
7000,0,0,1,0
7001,0,1,0,1
7002,0,0,1,1
7003,0,0,1,0
7004,0,0,1,0
7005,0,0,0,0
7006,0,0,1,0
7007,0,0,0,1
7008,0,0,1,1
7009,0,0,1,1
7010,0,0,1,1
7011,0,0,1,1
7012,0,0,1,0
7013,0,1,1,1
7014,0,0,1,1
7015,0,0,1,1
7016,0,0,1,1
7017,0,0,0,1
7018,0,0,1,1
7019,0,0,0,1
7020,0,0,0,1
7021,0,0,0,0
7022,1,0,1,1
7023,0,1,1,0
7024,0,0,1,1
7025,0,1,1,1
7026,0,0,0,0
7027,0,0,0,0
7028,1,0,1,1
7029,1,0,0,1
7030,0,0,1,1
7031,1,0,0,0
7032,0,0,1,1
7033,0,0,1,0
7034,1,0,0,1
7035,0,0,0,1
7036,1,0,1,1
7037,0,0,1,0
7038,0,0,0,0
7039,0,0,0,1
7040,0,0,1,1
7041,0,1,1,1
7042,0,0,1,1
7043,0,0,0,0
7044,1,1,1,1
7045,0,0,0,1
7046,0,0,0,0
7047,0,0,1,1
7048,0,1,1,1
7049,0,1,0,1
7050,1,0,0,1
7051,0,0,0,1
7052,0,1,0,0
7053,1,0,0,1
7054,1,0,0,1
7055,0,0,1,1
7056,0,0,1,0
7057,0,1,0,0
7058,0,0,0,1
7059,0,1,1,1
7060,1,0,1,0
7061,1,0,1,1
7062,0,0,1,1
7063,0,0,1,0
7064,0,0,1,0
7065,0,0,1,0
7066,0,0,0,1
7067,0,0,0,0
7068,0,0,1,1
7069,1,0,0,1
7070,1,0,1,1
7071,0,0,1,0
7072,1,0,0,1
7073,0,0,1,1
7074,0,0,0,1
7075,0,0,1,0
7076,0,0,0,0
7077,1,0,0,0
7078,0,0,0,1
7079,1,0,0,1
7080,0,1,0,1
7081,0,0,1,1
7082,0,1,0,0
7083,0,0,1,1
7084,0,1,0,1
7085,0,0,1,1
7086,0,0,0,0
7087,0,0,1,0
7088,1,0,0,0
7089,1,0,0,0
7090,0,0,1,1
7091,0,0,0,1
7092,0,1,0,0
7093,0,1,0,0
7094,0,0,1,1
7095,0,0,1,0
7096,0,0,0,0
7097,0,0,0,1
7098,1,0,1,1
7099,0,0,1,0
7100,0,0,0,1
7101,0,0,0,0
7102,0,1,1,1
7103,0,0,1,0
7104,1,0,1,1
7105,0,0,0,1
7106,0,0,1,0
7107,0,0,1,1
7108,1,0,0,1
7109,1,0,0,1
7110,0,0,1,1
7111,0,0,0,1
7112,0,0,1,1
7113,0,0,0,1
7114,0,0,0,1
7115,0,0,1,1
7116,0,0,0,1
7117,0,0,1,1
7118,1,0,0,0
7119,0,0,1,0
7120,0,0,1,0
7121,0,0,1,1
7122,0,0,1,0
7123,0,0,1,1
7124,1,0,0,1
7125,0,0,1,1
7126,0,1,1,0
7127,1,0,0,0
7128,0,0,1,0
7129,0,1,1,1
7130,0,0,1,0
7131,1,0,1,1
7132,0,1,0,1
7133,0,0,1,1
7134,0,0,1,0
7135,1,0,0,1
7136,0,0,0,1
7137,0,1,0,0
7138,0,0,1,1
7139,1,0,0,1
7140,0,0,1,0
7141,0,0,1,1
7142,0,0,1,1
7143,0,0,0,1
7144,0,0,1,0
7145,1,0,0,1
7146,0,0,1,0
7147,0,1,1,1
7148,0,0,1,1
7149,0,0,1,1
7150,0,0,1,1
7151,0,1,1,1
7152,0,0,0,0
7153,0,0,0,1
7154,1,0,1,1
7155,1,0,1,1
7156,0,0,0,0
7157,0,0,0,0
7158,0,0,1,0
7159,0,0,0,0
7160,0,0,0,1
7161,0,1,1,1
7162,0,1,1,1
7163,1,1,0,0
7164,0,1,1,0
7165,0,0,0,1
7166,0,0,1,0
7167,1,0,1,1
7168,1,0,1,0
7169,0,0,0,0
7170,0,0,0,1
7171,0,0,0,0
7172,0,0,0,0
7173,0,0,0,1
7174,0,1,0,1
7175,0,0,1,0
7176,0,1,0,1
7177,0,1,0,1
7178,0,0,1,0
7179,0,0,0,0
7180,1,0,0,0
7181,0,0,1,0
7182,1,0,1,1
7183,1,0,0,1
7184,1,0,0,1
7185,1,1,1,1
7186,1,0,0,1
7187,0,0,0,1
7188,0,0,0,0
7189,0,0,0,1
7190,1,0,1,1
7191,0,0,1,0
7192,0,0,0,1
7193,0,1,0,1
7194,0,0,0,0
7195,1,0,1,1
7196,1,0,0,0
7197,0,0,1,0
7198,0,1,1,1
7199,0,0,1,0
7200,0,0,0,1
7201,0,0,0,1
7202,1,0,0,1
7203,1,0,0,1
7204,0,0,0,1
7205,0,0,1,0
7206,0,0,1,0
7207,1,0,1,0
7208,1,0,1,1
7209,0,0,0,0
7210,0,0,0,1
7211,0,1,0,0
7212,0,0,0,1
7213,0,0,1,1
7214,0,0,0,1
7215,0,0,1,1
7216,0,0,1,1
7217,0,0,1,0
7218,0,0,0,0
7219,0,1,1,0
7220,0,0,0,0
7221,1,0,0,1
7222,0,0,0,1
7223,0,0,1,0
7224,0,0,1,0
7225,0,0,0,1
7226,0,1,1,1
7227,0,0,0,0
7228,1,0,1,0
7229,0,0,1,0
7230,0,0,1,0
7231,0,0,1,1
7232,0,0,1,0
7233,0,0,1,1
7234,1,0,1,1
7235,0,0,1,1
7236,0,0,0,0
7237,1,1,0,1
7238,0,1,0,1
7239,1,1,0,1
7240,0,0,1,1
7241,1,0,0,1
7242,0,0,1,1
7243,0,0,1,0
7244,0,0,0,0
7245,1,0,1,1
7246,0,0,1,0
7247,0,0,1,0
7248,1,0,1,1
7249,0,0,1,1
7250,0,0,1,1
7251,1,0,1,1
7252,1,1,0,0
7253,0,0,1,0
7254,0,1,0,0
7255,0,0,0,1
7256,0,1,1,1
7257,1,0,1,1
7258,0,0,1,1
7259,0,0,0,0
7260,0,0,1,0
7261,0,0,1,0
7262,0,0,1,1
7263,0,0,0,0
7264,0,0,1,0
7265,1,0,0,1
7266,0,0,0,1
7267,0,0,1,0
7268,0,1,1,1
7269,0,1,1,0
7270,0,0,0,0
7271,0,0,0,0
7272,0,0,0,1
7273,0,0,0,0
7274,1,0,0,1
7275,1,0,0,0
7276,0,1,0,1
7277,1,1,0,1
7278,0,0,1,0
7279,1,0,0,0
7280,0,0,1,0
7281,0,0,0,1
7282,0,0,0,0
7283,0,1,1,0
7284,1,0,0,1
7285,0,0,1,1
7286,0,0,1,1
7287,1,0,1,1
7288,0,0,0,1
7289,1,0,1,1
7290,0,0,0,0
7291,0,0,1,1
7292,0,0,1,1
7293,0,0,1,0
7294,1,1,0,1
7295,0,0,1,1
7296,0,0,0,0
7297,0,0,1,0
7298,0,0,0,1
7299,0,0,0,1
7300,1,0,1,0
7301,0,1,1,0
7302,0,1,0,1
7303,0,0,1,0
7304,0,1,1,1
7305,0,0,0,0
7306,1,0,1,1
7307,0,1,0,0
7308,1,0,0,1
7309,0,0,0,1
7310,1,1,1,0
7311,0,0,0,1
7312,1,0,0,0
7313,0,1,1,1
7314,0,0,1,0
7315,1,0,1,0
7316,1,0,1,1
7317,0,0,0,1
7318,0,1,0,0
7319,0,1,1,0
7320,0,0,1,1
7321,0,0,1,1
7322,0,0,1,0
7323,0,0,0,1
7324,0,0,1,0
7325,0,0,1,0
7326,0,0,1,0
7327,1,0,1,1
7328,0,0,1,0
7329,1,1,1,1
7330,0,0,0,1
7331,0,0,0,1
7332,0,0,1,0
7333,0,0,1,0
7334,0,0,0,1
7335,0,0,0,0
7336,0,0,1,0
7337,1,0,1,1
7338,1,0,1,1
7339,0,0,1,1
7340,0,1,1,0
7341,0,0,1,0
7342,1,0,0,0
7343,0,0,1,1
7344,0,0,0,1
7345,0,0,0,1
7346,0,1,1,1
7347,0,1,0,1
7348,0,0,1,1
7349,0,0,0,1
7350,1,0,0,1
7351,0,1,1,0
7352,0,0,0,1
7353,0,0,1,1
7354,1,0,1,0
7355,0,0,0,1
7356,1,0,0,1
7357,0,0,1,1
7358,1,0,1,1
7359,0,0,0,1
7360,0,0,1,1
7361,0,0,0,1
7362,0,0,1,1
7363,0,0,0,0
7364,1,0,1,1
7365,0,0,1,0
7366,1,1,1,1
7367,0,0,0,1
7368,1,0,1,0
7369,0,0,1,1
7370,0,0,1,1
7371,0,0,1,0
7372,1,0,0,0
7373,0,0,0,1
7374,0,0,1,1
7375,0,1,0,1
7376,1,1,1,1
7377,0,0,0,1
7378,0,0,1,1
7379,1,0,1,0
7380,1,0,1,1
7381,1,0,1,0
7382,0,0,1,1
7383,0,0,1,1
7384,0,0,1,0
7385,0,0,1,0
7386,0,0,1,0
7387,1,0,1,1
7388,0,0,1,1
7389,0,0,1,1
7390,0,0,1,1
7391,1,0,1,1
7392,1,0,0,0
7393,0,1,0,0
7394,0,0,1,0
7395,0,1,1,1
7396,0,0,0,1
7397,0,0,0,0
7398,0,1,1,0
7399,0,0,1,0
7400,1,0,1,1
7401,0,0,1,1
7402,0,0,1,0
7403,1,1,1,0
7404,0,1,1,0
7405,0,0,0,0
7406,0,0,0,1
7407,0,0,1,1
7408,0,0,1,1
7409,1,0,0,1
7410,1,0,1,1
7411,0,0,0,0
7412,0,1,0,1
7413,1,0,0,1
7414,0,0,1,0
7415,0,1,1,0
7416,1,0,0,1
7417,0,1,1,1
7418,0,0,1,1
7419,0,0,0,1
7420,0,1,0,1
7421,0,0,0,1
7422,0,0,0,0
7423,1,0,1,1
7424,0,0,1,1
7425,0,0,1,0
7426,0,0,1,0
7427,1,0,0,0
7428,0,0,0,1
7429,0,0,1,1
7430,0,0,0,1
7431,0,0,1,1
7432,0,0,1,1
7433,0,0,1,0
7434,0,0,1,0
7435,1,0,0,0
7436,0,1,1,1
7437,0,0,1,1
7438,0,0,0,1
7439,0,0,1,1
7440,1,0,0,1
7441,0,0,0,0
7442,0,0,0,0
7443,1,0,0,1
7444,0,0,1,1
7445,1,0,0,1
7446,0,0,1,1
7447,0,0,1,1
7448,0,1,1,0
7449,0,0,1,1
7450,0,0,1,0
7451,0,0,0,1
7452,1,0,0,1
7453,0,0,1,1
7454,0,0,1,1
7455,0,0,1,1
7456,0,0,0,1
7457,0,1,0,1
7458,0,0,0,1
7459,0,0,0,0
7460,0,0,0,1
7461,0,0,1,0
7462,0,1,0,1
7463,0,0,0,0
7464,0,0,1,0
7465,0,0,1,1
7466,1,0,1,1
7467,0,0,1,0
7468,0,0,0,1
7469,0,0,0,1
7470,0,0,1,0
7471,0,0,0,0
7472,1,0,1,1
7473,0,0,0,0
7474,0,0,1,0
7475,0,0,0,0
7476,1,0,0,1
7477,0,0,1,1
7478,0,0,1,0
7479,0,0,0,1
7480,1,1,0,0
7481,0,1,0,1
7482,1,0,0,1
7483,0,0,0,0
7484,0,0,0,0
7485,0,0,1,1
7486,0,0,1,1
7487,0,0,0,1
7488,0,0,1,1
7489,0,0,1,0
7490,1,0,0,1
7491,1,0,0,0
7492,0,0,0,0
7493,0,1,1,0
7494,0,0,1,1
7495,0,0,1,1
7496,1,0,1,1
7497,0,0,1,1
7498,1,0,1,1
7499,0,0,1,1
7500,0,0,0,0
7501,0,0,0,0
7502,0,0,1,1
7503,1,0,1,1
7504,0,0,1,0
7505,0,1,0,1
7506,0,0,1,1
7507,0,0,1,0
7508,0,1,0,1
7509,0,0,0,1
7510,0,0,1,0
7511,0,0,0,0
7512,0,0,1,1
7513,0,0,0,0
7514,0,0,1,0
7515,0,0,0,1
7516,0,1,1,0
7517,1,0,0,1
7518,0,0,1,1
7519,0,0,0,1
7520,0,0,0,1
7521,0,0,0,0
7522,1,0,0,1
7523,0,0,1,0
7524,0,0,0,0
7525,0,0,0,1
7526,0,0,0,1
7527,1,0,1,1
7528,1,0,0,1
7529,1,0,1,1
7530,1,1,1,1
7531,1,0,1,1
7532,0,0,0,1
7533,0,0,0,1
7534,0,0,0,0
7535,0,0,1,0
7536,0,1,0,1
7537,0,1,1,1
7538,0,0,0,1
7539,1,0,0,1
7540,0,0,0,0
7541,0,0,1,0
7542,1,0,0,0
7543,0,1,0,1
7544,0,0,1,1
7545,1,0,1,0
7546,0,1,0,0
7547,0,0,0,1
7548,0,0,1,1
7549,0,1,1,1
7550,0,1,0,0
7551,0,0,1,0
7552,0,0,0,0
7553,1,1,0,1
7554,0,1,1,1
7555,1,0,0,1
7556,0,0,0,1
7557,0,0,0,0
7558,1,0,1,0
7559,0,1,1,0
7560,0,0,1,1
7561,0,0,1,0
7562,0,0,1,0
7563,0,0,1,0
7564,0,0,1,1
7565,0,0,0,1
7566,0,1,1,1
7567,1,0,1,1
7568,0,0,1,0
7569,0,0,1,1
7570,1,0,0,0
7571,0,0,1,1
7572,0,0,1,1
7573,0,0,1,1
7574,0,1,1,0
7575,0,0,0,0
7576,0,1,0,1
7577,1,0,1,0
7578,0,0,0,0
7579,1,0,0,0
7580,0,0,0,1
7581,0,1,1,0
7582,0,0,1,1
7583,0,0,1,1
7584,0,0,0,1
7585,0,0,1,1
7586,0,0,1,0
7587,0,0,0,1
7588,0,0,0,0
7589,1,0,1,1
7590,0,0,0,0
7591,0,0,1,1
7592,0,0,0,0
7593,0,0,1,0
7594,0,0,1,0
7595,0,1,0,1
7596,0,0,1,1
7597,0,0,1,1
7598,0,0,0,0
7599,0,0,0,1
7600,0,0,1,0
7601,0,0,1,0
7602,0,0,0,0
7603,0,0,0,1
7604,1,0,0,1
7605,1,0,0,1
7606,1,0,1,0
7607,0,0,1,1
7608,0,0,0,1
7609,0,0,0,0
7610,0,0,0,1
7611,0,0,1,0
7612,0,1,1,0
7613,0,0,1,0
7614,0,0,1,1
7615,0,0,1,0
7616,0,0,1,1
7617,0,0,0,1
7618,0,0,1,1
7619,0,1,0,0
7620,1,0,0,1
7621,0,0,0,1
7622,0,0,1,0
7623,0,0,1,0
7624,0,1,0,0
7625,1,0,0,1
7626,1,0,1,1
7627,1,0,1,1
7628,0,0,1,0
7629,0,0,1,1
7630,0,0,1,1
7631,0,0,0,0
7632,1,0,1,1
7633,0,1,0,1
7634,1,0,0,1
7635,0,0,1,1
7636,0,0,1,1
7637,0,0,0,0
7638,1,0,0,1
7639,1,0,1,1
7640,1,1,0,0
7641,0,0,0,1
7642,0,1,1,0
7643,0,0,1,1
7644,0,1,0,1
7645,0,0,1,1
7646,0,0,0,1
7647,0,0,0,1
7648,1,0,1,1
7649,0,0,1,1
7650,0,0,0,1
7651,1,0,0,1
7652,0,0,0,1
7653,1,0,1,1
7654,0,0,0,1
7655,0,1,0,1
7656,0,1,0,1
7657,1,0,0,1
7658,0,0,1,1
7659,1,0,0,1
7660,1,0,1,1
7661,1,0,0,1
7662,0,0,1,0
7663,0,0,1,0
7664,0,0,1,0
7665,0,0,0,1
7666,1,0,0,0
7667,0,0,0,0
7668,0,0,0,1
7669,0,0,1,1
7670,0,0,1,1
7671,0,0,0,1
7672,1,0,0,1
7673,0,0,0,0
7674,0,0,1,0
7675,1,0,0,1
7676,0,1,1,1
7677,0,0,0,0
7678,0,0,1,1
7679,1,0,1,1
7680,0,0,1,0
7681,0,0,1,1
7682,0,0,1,0
7683,0,0,0,1
7684,0,1,0,0
7685,0,0,0,1
7686,0,0,0,0
7687,1,0,0,0
7688,0,0,1,0
7689,0,0,0,0
7690,0,0,1,1
7691,1,1,0,1
7692,0,0,0,1
7693,1,0,1,1
7694,0,0,1,0
7695,0,0,1,0
7696,0,1,0,0
7697,0,0,0,1
7698,0,0,0,1
7699,1,0,0,1
7700,0,1,1,0
7701,1,0,0,0
7702,0,0,1,1
7703,0,0,0,1
7704,0,0,0,1
7705,0,0,1,0
7706,1,0,1,1
7707,0,1,1,1
7708,0,0,0,0
7709,0,0,1,1
7710,1,0,0,1
7711,1,1,0,1
7712,1,0,1,1
7713,0,0,0,1
7714,0,0,1,0
